ID_Venta;Producto_Ing;Producto;Categoría_Ing;Categoría;Precio;Cantidad;Edad;Género_Ing;Género;Descuento;Método de Pago_Ing;Descuento_Aplicado;Cantidad_Descontada;Método de Pago;Región_Ing;Región;Fecha_Venta;Ventas_Totales;Rango_Edad
10829;Tablet;Tablet;Electronics;Electrónica;1.233,20 €;3;37;Female;Femenino;23%;Bank Transfer;Si;850,91 €;Transferencia Bancaria;Europe;Europa;4/5/24;2.848,69 €;Adultos
10830;Headphones;Auriculares;Accessories;Accesorios;1.230,54 €;2;55;Female;Femenino;21%;Bank Transfer;Si;516,83 €;Transferencia Bancaria;South America;América del Sur;17/4/23;1.944,25 €;Adultos Mayores
10831;Tablet;Tablet;Electronics;Electrónica;463,44 €;7;32;Male;Masculino;17%;PayPal;Si;551,49 €;Paypal;North America;América del Norte;2/4/23;2.692,59 €;Adultos
10832;Tablet;Tablet;Electronics;Electrónica;1.185,04 €;5;56;Female;Femenino;11%;Debit Card;Si;651,77 €;Tarjeta de Débito;Africa;África;10/5/24;5.273,43 €;Adultos Mayores
10833;Headphones;Auriculares;Accessories;Accesorios;1.452,05 €;2;37;Male;Masculino;19%;PayPal;Si;551,78 €;Paypal;Africa;África;30/11/23;2.352,32 €;Adultos
10834;Smartwatch;Reloj Inteligente;Electronics;Electrónica;385,37 €;4;37;Male;Masculino;11%;Debit Card;Si;169,56 €;Tarjeta de Débito;South America;América del Sur;28/7/23;1.371,92 €;Adultos
10835;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.402,40 €;7;65;Female;Femenino;25%;Credit Card;Si;2.454,20 €;Tarjeta de Crédito;Europe;Europa;17/4/23;7.362,60 €;Tercera Edad
10836;Laptop;Portátil;Electronics;Electrónica;407,29 €;5;18;Female;Femenino;27%;Debit Card;Si;549,84 €;Tarjeta de Débito;North America;América del Norte;8/1/23;1.486,61 €;Jóvenes
10837;Laptop;Portátil;Electronics;Electrónica;1.205,31 €;9;62;Female;Femenino;5%;PayPal;Si;542,39 €;Paypal;North America;América del Norte;19/1/24;10.305,40 €;Tercera Edad
10838;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.094,90 €;8;22;Male;Masculino;10%;Credit Card;Si;875,92 €;Tarjeta de Crédito;South America;América del Sur;22/1/24;7.883,28 €;Jóvenes
10839;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.404,60 €;7;48;Female;Femenino;27%;Credit Card;Si;2.654,69 €;Tarjeta de Crédito;Africa;África;23/3/23;7.177,51 €;Adultos Mayores
10840;Smartphone;Móvil Inteligente;Electronics;Electrónica;893,46 €;2;58;Male;Masculino;8%;Debit Card;Si;142,95 €;Tarjeta de Débito;Asia;Asia;20/8/23;1.643,97 €;Adultos Mayores
10841;Laptop;Portátil;Electronics;Electrónica;896,59 €;10;54;Female;Femenino;28%;Debit Card;Si;2.510,45 €;Tarjeta de Débito;North America;América del Norte;29/1/25;6.455,45 €;Adultos Mayores
10842;Tablet;Tablet;Electronics;Electrónica;1.302,01 €;2;46;Female;Femenino;2%;Credit Card;Si;52,08 €;Tarjeta de Crédito;North America;América del Norte;4/9/24;2.551,94 €;Adultos Mayores
10843;Laptop;Portátil;Electronics;Electrónica;1.025,77 €;10;63;Male;Masculino;23%;Debit Card;Si;2.359,27 €;Tarjeta de Débito;Africa;África;22/2/23;7.898,43 €;Tercera Edad
10844;Headphones;Auriculares;Accessories;Accesorios;603,07 €;5;23;Female;Femenino;29%;Debit Card;Si;874,45 €;Tarjeta de Débito;South America;América del Sur;10/4/23;2.140,90 €;Jóvenes
10845;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.285,00 €;3;36;Male;Masculino;24%;Credit Card;Si;925,20 €;Tarjeta de Crédito;Asia;Asia;23/3/24;2.929,80 €;Adultos
10846;Laptop;Portátil;Electronics;Electrónica;664,06 €;7;23;Male;Masculino;19%;Credit Card;Si;883,20 €;Tarjeta de Crédito;South America;América del Sur;31/12/24;3.765,22 €;Jóvenes
10847;Laptop;Portátil;Electronics;Electrónica;166,87 €;8;40;Male;Masculino;9%;Bank Transfer;Si;120,15 €;Transferencia Bancaria;Africa;África;1/7/23;1.214,81 €;Adultos Mayores
10848;Laptop;Portátil;Electronics;Electrónica;684,94 €;1;30;Female;Femenino;30%;PayPal;Si;205,48 €;Paypal;North America;América del Norte;27/10/23;479,46 €;Adultos
10849;Laptop;Portátil;Electronics;Electrónica;1.236,95 €;5;25;Male;Masculino;7%;Bank Transfer;Si;432,93 €;Transferencia Bancaria;Africa;África;30/7/24;5.751,82 €;Adultos
10850;Smartwatch;Reloj Inteligente;Electronics;Electrónica;915,56 €;10;31;Male;Masculino;22%;Credit Card;Si;2.014,23 €;Tarjeta de Crédito;Asia;Asia;20/3/24;7.141,37 €;Adultos
10851;Laptop;Portátil;Electronics;Electrónica;595,41 €;2;24;Male;Masculino;13%;Debit Card;Si;154,81 €;Tarjeta de Débito;North America;América del Norte;9/7/24;1.036,01 €;Jóvenes
10852;Tablet;Tablet;Electronics;Electrónica;1.185,77 €;10;22;Male;Masculino;2%;Credit Card;Si;237,15 €;Tarjeta de Crédito;Europe;Europa;5/7/23;11.620,55 €;Jóvenes
10853;Tablet;Tablet;Electronics;Electrónica;1.338,59 €;8;34;Female;Femenino;20%;Debit Card;Si;2.141,74 €;Tarjeta de Débito;Europe;Europa;9/12/24;8.566,98 €;Adultos
10854;Laptop;Portátil;Electronics;Electrónica;1.339,57 €;10;23;Female;Femenino;26%;Credit Card;Si;3.482,88 €;Tarjeta de Crédito;Asia;Asia;4/5/23;9.912,82 €;Jóvenes
10855;Laptop;Portátil;Electronics;Electrónica;328,84 €;8;27;Female;Femenino;8%;PayPal;Si;210,46 €;Paypal;Asia;Asia;2/7/23;2.420,26 €;Adultos
10856;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.291,50 €;10;65;Female;Femenino;17%;PayPal;Si;2.195,55 €;Paypal;North America;América del Norte;18/8/23;10.719,45 €;Tercera Edad
10857;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.370,85 €;7;55;Male;Masculino;25%;Credit Card;Si;2.398,99 €;Tarjeta de Crédito;South America;América del Sur;16/3/23;7.196,96 €;Adultos Mayores
10858;Laptop;Portátil;Electronics;Electrónica;109,73 €;1;49;Male;Masculino;3%;Debit Card;Si;3,29 €;Tarjeta de Débito;Asia;Asia;4/1/23;106,44 €;Adultos Mayores
10859;Tablet;Tablet;Electronics;Electrónica;1.436,67 €;5;33;Male;Masculino;20%;Debit Card;Si;1.436,67 €;Tarjeta de Débito;Europe;Europa;25/4/23;5.746,68 €;Adultos
10860;Tablet;Tablet;Electronics;Electrónica;382,27 €;2;21;Male;Masculino;24%;Debit Card;Si;183,49 €;Tarjeta de Débito;Africa;África;30/1/23;581,05 €;Jóvenes
10861;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.092,77 €;1;38;Female;Femenino;3%;PayPal;Si;32,78 €;Paypal;Asia;Asia;23/3/24;1.059,99 €;Adultos
10862;Smartphone;Móvil Inteligente;Electronics;Electrónica;541,64 €;1;52;Male;Masculino;29%;PayPal;Si;157,08 €;Paypal;North America;América del Norte;11/9/24;384,56 €;Adultos Mayores
10863;Tablet;Tablet;Electronics;Electrónica;261,76 €;8;19;Male;Masculino;4%;Bank Transfer;Si;83,76 €;Transferencia Bancaria;South America;América del Sur;31/5/24;2.010,32 €;Jóvenes
10864;Smartphone;Móvil Inteligente;Electronics;Electrónica;57,54 €;1;50;Female;Femenino;23%;Credit Card;Si;13,23 €;Tarjeta de Crédito;Europe;Europa;9/11/24;44,31 €;Adultos Mayores
10865;Smartwatch;Reloj Inteligente;Electronics;Electrónica;386,72 €;1;54;Male;Masculino;18%;Debit Card;Si;69,61 €;Tarjeta de Débito;North America;América del Norte;24/7/24;317,11 €;Adultos Mayores
10866;Tablet;Tablet;Electronics;Electrónica;726,52 €;5;45;Female;Femenino;18%;Credit Card;Si;653,87 €;Tarjeta de Crédito;South America;América del Sur;25/11/23;2.978,73 €;Adultos Mayores
10867;Tablet;Tablet;Electronics;Electrónica;1.260,86 €;5;18;Male;Masculino;21%;PayPal;Si;1.323,90 €;Paypal;South America;América del Sur;19/9/23;4.980,40 €;Jóvenes
10868;Laptop;Portátil;Electronics;Electrónica;1.118,91 €;3;31;Male;Masculino;1%;Bank Transfer;Si;33,57 €;Transferencia Bancaria;North America;América del Norte;6/5/24;3.323,16 €;Adultos
10869;Tablet;Tablet;Electronics;Electrónica;576,97 €;6;33;Female;Femenino;29%;Debit Card;Si;1.003,93 €;Tarjeta de Débito;North America;América del Norte;12/8/24;2.457,89 €;Adultos
10870;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.085,71 €;7;55;Male;Masculino;6%;Bank Transfer;Si;456,00 €;Transferencia Bancaria;South America;América del Sur;19/3/24;7.143,97 €;Adultos Mayores
10871;Smartphone;Móvil Inteligente;Electronics;Electrónica;499,04 €;3;32;Female;Femenino;26%;Credit Card;Si;389,25 €;Tarjeta de Crédito;Europe;Europa;20/2/24;1.107,87 €;Adultos
10872;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.127,50 €;4;44;Male;Masculino;16%;Credit Card;Si;721,60 €;Tarjeta de Crédito;Europe;Europa;20/2/24;3.788,40 €;Adultos Mayores
10873;Smartwatch;Reloj Inteligente;Electronics;Electrónica;459,63 €;3;45;Female;Femenino;19%;PayPal;Si;261,99 €;Paypal;Asia;Asia;9/3/24;1.116,90 €;Adultos Mayores
10874;Headphones;Auriculares;Accessories;Accesorios;338,83 €;7;35;Female;Femenino;19%;Debit Card;Si;450,64 €;Tarjeta de Débito;South America;América del Sur;13/1/24;1.921,17 €;Adultos
10875;Headphones;Auriculares;Accessories;Accesorios;738,49 €;10;34;Male;Masculino;10%;Credit Card;Si;738,49 €;Tarjeta de Crédito;South America;América del Sur;19/3/24;6.646,41 €;Adultos
10876;Tablet;Tablet;Electronics;Electrónica;554,05 €;2;24;Female;Femenino;7%;Debit Card;Si;77,57 €;Tarjeta de Débito;Africa;África;11/5/23;1.030,53 €;Jóvenes
10877;Smartwatch;Reloj Inteligente;Electronics;Electrónica;307,25 €;5;64;Male;Masculino;15%;PayPal;Si;230,44 €;Paypal;Europe;Europa;9/5/24;1.305,81 €;Tercera Edad
10878;Headphones;Auriculares;Accessories;Accesorios;534,51 €;6;60;Male;Masculino;11%;Credit Card;Si;352,78 €;Tarjeta de Crédito;Africa;África;18/9/24;2.854,28 €;Tercera Edad
10879;Headphones;Auriculares;Accessories;Accesorios;1.119,36 €;1;56;Female;Femenino;3%;PayPal;Si;33,58 €;Paypal;Africa;África;12/7/24;1.085,78 €;Adultos Mayores
10880;Laptop;Portátil;Electronics;Electrónica;118,04 €;3;26;Female;Femenino;28%;PayPal;Si;99,15 €;Paypal;Asia;Asia;18/8/23;254,97 €;Adultos
10881;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.037,28 €;3;27;Male;Masculino;8%;Bank Transfer;Si;248,95 €;Transferencia Bancaria;Africa;África;7/10/23;2.862,89 €;Adultos
10882;Laptop;Portátil;Electronics;Electrónica;431,30 €;1;61;Female;Femenino;28%;Bank Transfer;Si;120,76 €;Transferencia Bancaria;Europe;Europa;24/8/23;310,54 €;Tercera Edad
10883;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.496,61 €;4;39;Male;Masculino;26%;Bank Transfer;Si;1.556,47 €;Transferencia Bancaria;North America;América del Norte;26/7/24;4.429,97 €;Adultos
10884;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.418,06 €;2;22;Female;Femenino;12%;Bank Transfer;Si;340,33 €;Transferencia Bancaria;Africa;África;8/11/23;2.495,79 €;Jóvenes
10885;Laptop;Portátil;Electronics;Electrónica;702,49 €;7;30;Male;Masculino;26%;Debit Card;Si;1.278,53 €;Tarjeta de Débito;North America;América del Norte;3/6/24;3.638,90 €;Adultos
10886;Laptop;Portátil;Electronics;Electrónica;61,46 €;2;20;Female;Femenino;24%;Bank Transfer;Si;29,50 €;Transferencia Bancaria;North America;América del Norte;8/12/24;93,42 €;Jóvenes
10887;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.118,59 €;7;31;Male;Masculino;18%;Bank Transfer;Si;1.409,42 €;Transferencia Bancaria;South America;América del Sur;17/1/24;6.420,71 €;Adultos
10888;Smartwatch;Reloj Inteligente;Electronics;Electrónica;418,25 €;5;47;Female;Femenino;19%;Debit Card;Si;397,34 €;Tarjeta de Débito;North America;América del Norte;5/3/24;1.693,91 €;Adultos Mayores
10889;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.486,64 €;1;30;Male;Masculino;15%;Debit Card;Si;223,00 €;Tarjeta de Débito;South America;América del Sur;21/11/24;1.263,64 €;Adultos
10890;Tablet;Tablet;Electronics;Electrónica;571,02 €;10;49;Male;Masculino;10%;Bank Transfer;Si;571,02 €;Transferencia Bancaria;South America;América del Sur;6/8/24;5.139,18 €;Adultos Mayores
10891;Smartphone;Móvil Inteligente;Electronics;Electrónica;220,95 €;2;53;Female;Femenino;5%;Credit Card;Si;22,10 €;Tarjeta de Crédito;Asia;Asia;3/6/23;419,80 €;Adultos Mayores
10892;Laptop;Portátil;Electronics;Electrónica;1.104,28 €;6;25;Female;Femenino;15%;Bank Transfer;Si;993,85 €;Transferencia Bancaria;South America;América del Sur;5/1/25;5.631,83 €;Adultos
10893;Smartphone;Móvil Inteligente;Electronics;Electrónica;672,70 €;5;49;Female;Femenino;18%;Bank Transfer;Si;605,43 €;Transferencia Bancaria;Africa;África;25/9/23;2.758,07 €;Adultos Mayores
10894;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.322,19 €;9;19;Female;Femenino;21%;Debit Card;Si;2.498,94 €;Tarjeta de Débito;Africa;África;31/3/23;9.400,77 €;Jóvenes
10895;Headphones;Auriculares;Accessories;Accesorios;777,34 €;4;47;Female;Femenino;18%;Debit Card;Si;559,68 €;Tarjeta de Débito;Asia;Asia;16/3/24;2.549,68 €;Adultos Mayores
10896;Smartwatch;Reloj Inteligente;Electronics;Electrónica;615,28 €;4;45;Female;Femenino;28%;Credit Card;Si;689,11 €;Tarjeta de Crédito;Europe;Europa;3/10/23;1.772,01 €;Adultos Mayores
10897;Tablet;Tablet;Electronics;Electrónica;1.491,30 €;6;38;Female;Femenino;20%;Debit Card;Si;1.789,56 €;Tarjeta de Débito;South America;América del Sur;14/1/25;7.158,24 €;Adultos
10898;Headphones;Auriculares;Accessories;Accesorios;1.254,52 €;10;31;Male;Masculino;29%;Credit Card;Si;3.638,11 €;Tarjeta de Crédito;Africa;África;14/2/23;8.907,09 €;Adultos
10899;Headphones;Auriculares;Accessories;Accesorios;1.465,35 €;1;56;Female;Femenino;7%;Bank Transfer;Si;102,57 €;Transferencia Bancaria;South America;América del Sur;28/4/23;1.362,78 €;Adultos Mayores
10900;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.457,81 €;2;61;Female;Femenino;25%;Bank Transfer;Si;728,91 €;Transferencia Bancaria;North America;América del Norte;16/1/24;2.186,72 €;Tercera Edad
10901;Smartwatch;Reloj Inteligente;Electronics;Electrónica;108,10 €;6;63;Male;Masculino;19%;Debit Card;Si;123,23 €;Tarjeta de Débito;Africa;África;3/3/23;525,37 €;Tercera Edad
10902;Headphones;Auriculares;Accessories;Accesorios;1.030,49 €;1;47;Female;Femenino;8%;Bank Transfer;Si;82,44 €;Transferencia Bancaria;Asia;Asia;31/3/24;948,05 €;Adultos Mayores
10903;Smartwatch;Reloj Inteligente;Electronics;Electrónica;220,17 €;3;48;Female;Femenino;5%;Bank Transfer;Si;33,03 €;Transferencia Bancaria;Europe;Europa;12/3/24;627,48 €;Adultos Mayores
10904;Laptop;Portátil;Electronics;Electrónica;781,50 €;9;22;Male;Masculino;30%;Credit Card;Si;2.110,05 €;Tarjeta de Crédito;North America;América del Norte;21/5/23;4.923,45 €;Jóvenes
10905;Tablet;Tablet;Electronics;Electrónica;99,26 €;4;59;Male;Masculino;25%;Credit Card;Si;99,26 €;Tarjeta de Crédito;South America;América del Sur;13/11/24;297,78 €;Adultos Mayores
10906;Smartwatch;Reloj Inteligente;Electronics;Electrónica;201,33 €;4;28;Female;Femenino;8%;Debit Card;Si;64,43 €;Tarjeta de Débito;Africa;África;29/5/24;740,89 €;Adultos
10907;Laptop;Portátil;Electronics;Electrónica;271,37 €;2;28;Male;Masculino;28%;Credit Card;Si;151,97 €;Tarjeta de Crédito;South America;América del Sur;29/8/24;390,77 €;Adultos
10908;Laptop;Portátil;Electronics;Electrónica;365,43 €;3;18;Male;Masculino;30%;Bank Transfer;Si;328,89 €;Transferencia Bancaria;Asia;Asia;27/11/24;767,40 €;Jóvenes
10909;Laptop;Portátil;Electronics;Electrónica;587,87 €;5;61;Male;Masculino;11%;Credit Card;Si;323,33 €;Tarjeta de Crédito;Europe;Europa;28/1/25;2.616,02 €;Tercera Edad
10910;Tablet;Tablet;Electronics;Electrónica;1.121,98 €;3;50;Male;Masculino;4%;Debit Card;Si;134,64 €;Tarjeta de Débito;Asia;Asia;4/12/24;3.231,30 €;Adultos Mayores
10911;Smartwatch;Reloj Inteligente;Electronics;Electrónica;395,37 €;4;32;Female;Femenino;14%;Debit Card;Si;221,41 €;Tarjeta de Débito;Europe;Europa;24/9/24;1.360,07 €;Adultos
10912;Headphones;Auriculares;Accessories;Accesorios;905,73 €;3;32;Female;Femenino;12%;Credit Card;Si;326,06 €;Tarjeta de Crédito;South America;América del Sur;28/8/24;2.391,13 €;Adultos
10913;Tablet;Tablet;Electronics;Electrónica;1.258,59 €;8;39;Male;Masculino;18%;PayPal;Si;1.812,37 €;Paypal;Asia;Asia;13/2/24;8.256,35 €;Adultos
10914;Tablet;Tablet;Electronics;Electrónica;436,08 €;10;60;Female;Femenino;24%;Debit Card;Si;1.046,59 €;Tarjeta de Débito;North America;América del Norte;17/8/23;3.314,21 €;Tercera Edad
10915;Tablet;Tablet;Electronics;Electrónica;1.064,17 €;3;37;Male;Masculino;24%;Credit Card;Si;766,20 €;Tarjeta de Crédito;Europe;Europa;25/8/24;2.426,31 €;Adultos
10916;Tablet;Tablet;Electronics;Electrónica;1.161,80 €;4;40;Female;Femenino;21%;Debit Card;Si;975,91 €;Tarjeta de Débito;Europe;Europa;24/8/23;3.671,29 €;Adultos Mayores
10917;Headphones;Auriculares;Accessories;Accesorios;1.328,96 €;8;39;Female;Femenino;16%;Debit Card;Si;1.701,07 €;Tarjeta de Débito;South America;América del Sur;4/2/23;8.930,61 €;Adultos
10918;Headphones;Auriculares;Accessories;Accesorios;820,22 €;10;39;Female;Femenino;12%;PayPal;Si;984,26 €;Paypal;Africa;África;14/2/23;7.217,94 €;Adultos
10919;Headphones;Auriculares;Accessories;Accesorios;1.495,98 €;6;48;Female;Femenino;22%;Credit Card;Si;1.974,69 €;Tarjeta de Crédito;North America;América del Norte;5/1/24;7.001,19 €;Adultos Mayores
10920;Smartwatch;Reloj Inteligente;Electronics;Electrónica;1.450,98 €;2;45;Male;Masculino;6%;PayPal;Si;174,12 €;Paypal;South America;América del Sur;23/1/23;2.727,84 €;Adultos Mayores
10921;Smartphone;Móvil Inteligente;Electronics;Electrónica;61,60 €;6;27;Female;Femenino;30%;Debit Card;Si;110,88 €;Tarjeta de Débito;South America;América del Sur;24/11/24;258,72 €;Adultos
10922;Headphones;Auriculares;Accessories;Accesorios;815,59 €;9;49;Female;Femenino;10%;Bank Transfer;Si;734,03 €;Transferencia Bancaria;Europe;Europa;6/2/25;6.606,28 €;Adultos Mayores
10923;Smartwatch;Reloj Inteligente;Electronics;Electrónica;117,08 €;3;61;Female;Femenino;15%;Bank Transfer;Si;52,69 €;Transferencia Bancaria;Africa;África;10/5/24;298,55 €;Tercera Edad
10924;Laptop;Portátil;Electronics;Electrónica;993,10 €;9;24;Male;Masculino;10%;Debit Card;Si;893,79 €;Tarjeta de Débito;North America;América del Norte;31/8/23;8.044,11 €;Jóvenes
10925;Headphones;Auriculares;Accessories;Accesorios;114,14 €;1;48;Male;Masculino;4%;Credit Card;Si;4,57 €;Tarjeta de Crédito;Asia;Asia;15/12/24;109,57 €;Adultos Mayores
10926;Smartwatch;Reloj Inteligente;Electronics;Electrónica;415,52 €;1;37;Male;Masculino;7%;PayPal;Si;29,09 €;Paypal;North America;América del Norte;29/3/23;386,43 €;Adultos
10927;Smartphone;Móvil Inteligente;Electronics;Electrónica;1.213,69 €;8;39;Female;Femenino;5%;PayPal;Si;485,48 €;Paypal;South America;América del Sur;8/9/24;9.224,04 €;Adultos
10928;Laptop;Portátil;Electronics;Electrónica;1.293,12 €;3;63;Female;Femenino;20%;Credit Card;Si;775,87 €;Tarjeta de Crédito;Asia;Asia;23/6/24;3.103,49 €;Tercera Edad
10929;Tablet;Tablet;Electronics;Electrónica;893,49 €;4;57;Female;Femenino;5%;Bank Transfer;Si;178,70 €;Transferencia Bancaria;Africa;África;23/4/23;3.395,26 €;Adultos Mayores
10930;Laptop;Portátil;Electronics;Electrónica;530,27 €;6;45;Male;Masculino;24%;Debit Card;Si;763,59 €;Tarjeta de Débito;South America;América del Sur;20/9/23;2.418,03 €;Adultos Mayores
10931;Laptop;Portátil;Electronics;Electrónica;156,02 €;8;37;Male;Masculino;5%;Credit Card;Si;62,41 €;Tarjeta de Crédito;Europe;Europa;14/10/24;1.185,75 €;Adultos
10932;Laptop;Portátil;Electronics;Electrónica;932,36 €;8;62;Female;Femenino;9%;Credit Card;Si;671,30 €;Tarjeta de Crédito;South America;América del Sur;29/9/23;6.787,58 €;Tercera Edad
10933;Laptop;Portátil;Electronics;Electrónica;747,95 €;4;44;Female;Femenino;14%;PayPal;Si;418,85 €;Paypal;Africa;África;22/2/23;2.572,95 €;Adultos Mayores
10934;Tablet;Tablet;Electronics;Electrónica;841,30 €;6;48;Female;Femenino;2%;Credit Card;Si;100,96 €;Tarjeta de Crédito;North America;América del Norte;6/9/24;4.946,84 €;Adultos Mayores
10935;Laptop;Portátil;Electronics;Electrónica;106,12 €;5;26;Male;Masculino;17%;PayPal;Si;90,20 €;Paypal;Europe;Europa;13/10/24;440,40 €;Adultos
